dataset,split,classe,fichier,largeur_px,hauteur_px,pixels_total,ratio_wh,lum_moyenne,lum_std,contraste,pixel_min,pixel_max,r_mean,g_mean,b_mean,is_augmented
OCT,train,DME,DME-1896542-31.jpeg,512,496,253952,1.032,41.81,57.71,255,0,255,41.81,41.81,41.81,0
OCT,train,DME,DME-1896542-32.jpeg,512,496,253952,1.032,39.87,64.4,255,0,255,39.87,39.87,39.87,0
OCT,train,DME,DME-1896542-33.jpeg,512,496,253952,1.032,30.26,43.19,255,0,255,30.26,30.26,30.26,0
OCT,train,DME,DME-1896542-35.jpeg,768,496,380928,1.548,63.48,86.62,255,0,255,63.48,63.48,63.48,0
OCT,train,DME,DME-1896542-36.jpeg,512,496,253952,1.032,65.52,75.76,255,0,255,65.52,65.52,65.52,0
OCT,train,DME,DME-1896542-37.jpeg,512,496,253952,1.032,57.88,76.63,255,0,255,57.88,57.88,57.88,0
OCT,train,DME,DME-1896542-38.jpeg,512,496,253952,1.032,45.72,65.2,255,0,255,45.72,45.72,45.72,0
OCT,train,DME,DME-1896542-4.jpeg,512,496,253952,1.032,39.9,54.94,255,0,255,39.9,39.9,39.9,0
OCT,train,DME,DME-1896542-5.jpeg,768,496,380928,1.548,44.46,62.9,255,0,255,44.46,44.46,44.46,0
OCT,train,DME,DME-1896542-6.jpeg,512,496,253952,1.032,47.57,65.68,255,0,255,47.57,47.57,47.57,0
OCT,train,DME,DME-1896542-7.jpeg,512,496,253952,1.032,50.26,71.98,255,0,255,50.26,50.26,50.26,0
OCT,train,DME,DME-1920087-10.jpeg,512,496,253952,1.032,41.5,46.84,255,0,255,41.5,41.5,41.5,0
OCT,train,DME,DME-1920087-11.jpeg,512,496,253952,1.032,50.72,59.48,255,0,255,50.72,50.72,50.72,0
OCT,train,DME,DME-1920087-12.jpeg,1536,496,761856,3.097,25.54,29.46,255,0,255,25.54,25.54,25.54,0
OCT,train,DME,DME-1920087-13.jpeg,1536,496,761856,3.097,22.32,25.85,255,0,255,22.32,22.32,22.32,0
OCT,train,DME,DME-1920087-14.jpeg,512,496,253952,1.032,39.02,53.65,255,0,255,39.02,39.02,39.02,0
OCT,train,DME,DME-1920087-15.jpeg,512,496,253952,1.032,48.11,56.08,255,0,255,48.11,48.11,48.11,0
OCT,train,DME,DME-1920087-16.jpeg,512,496,253952,1.032,65.86,72.38,255,0,255,65.86,65.86,65.86,0
OCT,train,DME,DME-1920087-18.jpeg,512,496,253952,1.032,41.24,63.04,255,0,255,41.24,41.24,41.24,0
OCT,train,DME,DME-1920087-2.jpeg,512,496,253952,1.032,36.47,48.24,255,0,255,36.47,36.47,36.47,0
OCT,train,DME,DME-1920087-20.jpeg,768,496,380928,1.548,33.09,36.96,255,0,255,33.09,33.09,33.09,0
OCT,train,DME,DME-1920087-21.jpeg,768,496,380928,1.548,29.77,34.1,255,0,255,29.77,29.77,29.77,0
OCT,train,DME,DME-1920087-22.jpeg,768,496,380928,1.548,36.8,39.35,255,0,255,36.8,36.8,36.8,0
OCT,train,DME,DME-1920087-23.jpeg,768,496,380928,1.548,32.65,37.61,255,0,255,32.65,32.65,32.65,0
OCT,train,DME,DME-1920087-4.jpeg,512,496,253952,1.032,51.36,58.38,255,0,255,51.36,51.36,51.36,0
OCT,train,DME,DME-1920087-6.jpeg,768,496,380928,1.548,29.98,32.06,255,0,255,29.98,29.98,29.98,0
OCT,train,DME,DME-1920087-7.jpeg,1536,496,761856,3.097,27.68,29.19,255,0,255,27.68,27.68,27.68,0
OCT,train,DME,DME-1920087-8.jpeg,1536,496,761856,3.097,33.6,36.05,255,0,255,33.6,33.6,33.6,0
OCT,train,DME,DME-1923967-1.jpeg,512,496,253952,1.032,44.91,37.04,255,0,255,44.91,44.91,44.91,0
OCT,train,DME,DME-1923967-3.jpeg,512,496,253952,1.032,49.04,45.84,255,0,255,49.04,49.04,49.04,0
OCT,train,DME,DME-1923967-4.jpeg,768,496,380928,1.548,38.6,38.42,255,0,255,38.6,38.6,38.6,0
OCT,train,DME,DME-1966898-10.jpeg,512,496,253952,1.032,147.2,99.23,255,0,255,147.2,147.2,147.2,0
OCT,train,DME,DME-1966898-11.jpeg,512,496,253952,1.032,143.03,100.5,255,0,255,143.03,143.03,143.03,0
OCT,train,DME,DME-1966898-12.jpeg,512,512,262144,1.0,95.64,88.98,255,0,255,95.64,95.64,95.64,0
OCT,train,DME,DME-1966898-13.jpeg,512,512,262144,1.0,27.34,28.34,255,0,255,27.34,27.34,27.34,0
OCT,train,DME,DME-1966898-14.jpeg,512,512,262144,1.0,39.17,38.18,255,0,255,39.17,39.17,39.17,0
OCT,train,DME,DME-1966898-15.jpeg,512,512,262144,1.0,48.75,52.96,255,0,255,48.75,48.75,48.75,0
OCT,train,DME,DME-1966898-16.jpeg,512,512,262144,1.0,46.84,51.28,255,0,255,46.84,46.84,46.84,0
OCT,train,DME,DME-1966898-17.jpeg,512,512,262144,1.0,47.6,53.72,255,0,255,47.6,47.6,47.6,0
OCT,train,DME,DME-1966898-18.jpeg,512,512,262144,1.0,38.32,37.58,255,0,255,38.32,38.32,38.32,0
OCT,train,DME,DME-1966898-19.jpeg,768,496,380928,1.548,27.14,23.21,255,0,255,27.14,27.14,27.14,0
OCT,train,DME,DME-1966898-4.jpeg,512,512,262144,1.0,30.28,33.18,255,0,255,30.28,30.28,30.28,0
OCT,train,DME,DME-1966898-5.jpeg,512,512,262144,1.0,28.51,28.88,255,0,255,28.51,28.51,28.51,0
OCT,train,DME,DME-1966898-7.jpeg,512,512,262144,1.0,25.43,26.13,255,0,255,25.43,25.43,25.43,0
OCT,train,DME,DME-1966898-8.jpeg,512,512,262144,1.0,35.96,31.64,255,0,255,35.96,35.96,35.96,0
OCT,train,DME,DME-1966898-9.jpeg,512,512,262144,1.0,39.89,35.96,255,0,255,39.89,39.89,39.89,0
OCT,train,DME,DME-2063196-1.jpeg,512,512,262144,1.0,34.94,35.47,255,0,255,34.94,34.94,34.94,0
OCT,train,DME,DME-2063196-2.jpeg,512,512,262144,1.0,41.15,36.82,255,0,255,41.15,41.15,41.15,0
OCT,train,DME,DME-2063196-3.jpeg,512,512,262144,1.0,36.71,37.72,255,0,255,36.71,36.71,36.71,0
OCT,train,DME,DME-2063196-4.jpeg,512,512,262144,1.0,27.67,29.11,255,0,255,27.67,27.67,27.67,0
OCT,train,DME,DME-2097858-1.jpeg,512,512,262144,1.0,24.57,31.63,255,0,255,24.57,24.57,24.57,0
OCT,train,DME,DME-2105194-1.jpeg,512,496,253952,1.032,47.17,52.71,255,0,255,47.17,47.17,47.17,0
OCT,train,DME,DME-2126962-1.jpeg,512,496,253952,1.032,55.71,51.49,255,0,255,55.71,55.71,55.71,0
OCT,train,DME,DME-214825-2.jpeg,512,496,253952,1.032,35.0,29.57,255,0,255,35.0,35.0,35.0,0
OCT,train,DME,DME-214825-3.jpeg,768,496,380928,1.548,68.01,72.2,255,0,255,68.01,68.01,68.01,0
OCT,train,DME,DME-214825-4.jpeg,512,496,253952,1.032,57.23,46.09,255,0,255,57.23,57.23,57.23,0
OCT,train,DME,DME-214825-5.jpeg,512,496,253952,1.032,59.02,53.79,255,0,255,59.02,59.02,59.02,0
OCT,train,DME,DME-2205167-1.jpeg,768,496,380928,1.548,43.7,46.92,255,0,255,43.7,43.7,43.7,0
OCT,train,DME,DME-2205167-10.jpeg,512,496,253952,1.032,71.58,83.2,255,0,255,71.58,71.58,71.58,0
OCT,train,DME,DME-2205167-12.jpeg,768,496,380928,1.548,49.79,56.74,255,0,255,49.79,49.79,49.79,0
OCT,train,DME,DME-2205167-13.jpeg,768,496,380928,1.548,70.51,75.53,255,0,255,70.51,70.51,70.51,0
OCT,train,DME,DME-2205167-14.jpeg,512,512,262144,1.0,109.61,90.94,255,0,255,109.61,109.61,109.61,0
OCT,train,DME,DME-2205167-16.jpeg,512,512,262144,1.0,61.38,64.92,255,0,255,61.38,61.38,61.38,0
OCT,train,DME,DME-2205167-17.jpeg,512,512,262144,1.0,69.39,76.27,255,0,255,69.39,69.39,69.39,0
OCT,train,DME,DME-2205167-18.jpeg,768,496,380928,1.548,41.37,43.01,255,0,255,41.37,41.37,41.37,0
OCT,train,DME,DME-2205167-19.jpeg,768,496,380928,1.548,91.27,97.35,255,0,255,91.27,91.27,91.27,0
OCT,train,DME,DME-2205167-2.jpeg,768,496,380928,1.548,54.79,58.59,255,0,255,54.79,54.79,54.79,0
OCT,train,DME,DME-2205167-20.jpeg,768,496,380928,1.548,91.61,89.29,255,0,255,91.61,91.61,91.61,0
OCT,train,DME,DME-2205167-21.jpeg,768,496,380928,1.548,61.0,69.5,255,0,255,61.0,61.0,61.0,0
OCT,train,DME,DME-2205167-23.jpeg,512,496,253952,1.032,86.88,87.18,255,0,255,86.88,86.88,86.88,0
OCT,train,DME,DME-2205167-25.jpeg,512,512,262144,1.0,59.69,60.5,255,0,255,59.69,59.69,59.69,0
OCT,train,DME,DME-2205167-26.jpeg,512,496,253952,1.032,82.54,70.85,255,0,255,82.54,82.54,82.54,0
OCT,train,DME,DME-2205167-28.jpeg,512,496,253952,1.032,73.08,69.86,255,0,255,73.08,73.08,73.08,0
OCT,train,DME,DME-2205167-29.jpeg,512,512,262144,1.0,50.18,66.11,255,0,255,50.18,50.18,50.18,0
OCT,train,DME,DME-2205167-3.jpeg,768,496,380928,1.548,50.56,54.69,255,0,255,50.56,50.56,50.56,0
OCT,train,DME,DME-2205167-4.jpeg,768,496,380928,1.548,53.58,56.09,255,0,255,53.58,53.58,53.58,0
OCT,train,DME,DME-2205167-5.jpeg,768,496,380928,1.548,73.47,78.33,255,0,255,73.47,73.47,73.47,0
OCT,train,DME,DME-2205167-6.jpeg,512,496,253952,1.032,75.56,84.4,255,0,255,75.56,75.56,75.56,0
OCT,train,DME,DME-2205167-7.jpeg,512,496,253952,1.032,74.0,81.92,255,0,255,74.0,74.0,74.0,0
OCT,train,DME,DME-2205167-9.jpeg,768,496,380928,1.548,37.17,39.13,255,0,255,37.17,37.17,37.17,0
OCT,train,DME,DME-2232211-10.jpeg,512,496,253952,1.032,41.51,49.72,255,0,255,41.51,41.51,41.51,0
OCT,train,DME,DME-2232211-11.jpeg,768,496,380928,1.548,29.95,32.37,255,0,255,29.95,29.95,29.95,0
OCT,train,DME,DME-2232211-13.jpeg,768,496,380928,1.548,28.74,29.5,255,0,255,28.74,28.74,28.74,0
OCT,train,DME,DME-2232211-17.jpeg,512,496,253952,1.032,37.38,34.98,255,0,255,37.38,37.38,37.38,0
OCT,train,DME,DME-2232211-18.jpeg,512,512,262144,1.0,16.56,18.27,255,0,255,16.56,16.56,16.56,0
OCT,train,DME,DME-2232211-5.jpeg,512,512,262144,1.0,32.13,32.63,255,0,255,32.13,32.13,32.13,0
OCT,train,DME,DME-2232211-6.jpeg,512,512,262144,1.0,31.36,32.66,255,0,255,31.36,31.36,31.36,0
OCT,train,DME,DME-2232211-7.jpeg,512,512,262144,1.0,32.62,33.93,255,0,255,32.62,32.62,32.62,0
OCT,train,DME,DME-2232211-8.jpeg,512,496,253952,1.032,44.75,53.96,255,0,255,44.75,44.75,44.75,0
OCT,train,DME,DME-2232211-9.jpeg,512,496,253952,1.032,42.44,51.86,255,0,255,42.44,42.44,42.44,0
OCT,train,DME,DME-224974-1.jpeg,512,512,262144,1.0,46.16,72.35,255,0,255,46.16,46.16,46.16,0
OCT,train,DME,DME-224974-2.jpeg,512,512,262144,1.0,111.93,106.29,255,0,255,111.93,111.93,111.93,0
OCT,train,DME,DME-224974-3.jpeg,512,512,262144,1.0,27.96,27.76,255,0,255,27.96,27.96,27.96,0
OCT,train,DME,DME-224974-4.jpeg,512,512,262144,1.0,76.24,91.65,255,0,255,76.24,76.24,76.24,0
OCT,train,DME,DME-2261889-1.jpeg,768,496,380928,1.548,36.35,38.43,255,0,255,36.35,36.35,36.35,0
OCT,train,DME,DME-2261889-10.jpeg,512,496,253952,1.032,52.71,44.37,255,0,255,52.71,52.71,52.71,0
OCT,train,DME,DME-2261889-14.jpeg,512,512,262144,1.0,31.67,35.31,255,0,255,31.67,31.67,31.67,0
OCT,train,DME,DME-2261889-15.jpeg,512,512,262144,1.0,38.17,36.45,255,0,255,38.17,38.17,38.17,0
OCT,train,DME,DME-2261889-17.jpeg,512,512,262144,1.0,24.08,26.3,255,0,255,24.08,24.08,24.08,0
OCT,train,DRUSEN,DRUSEN-1001666-2.jpeg,512,496,253952,1.032,54.9,65.46,255,0,255,54.9,54.9,54.9,0
OCT,train,DRUSEN,DRUSEN-1001666-3.jpeg,512,496,253952,1.032,54.12,64.12,255,0,255,54.12,54.12,54.12,0
OCT,train,DRUSEN,DRUSEN-1001666-4.jpeg,512,496,253952,1.032,51.3,53.41,255,0,255,51.3,51.3,51.3,0
OCT,train,DRUSEN,DRUSEN-1001666-5.jpeg,512,496,253952,1.032,53.04,53.42,255,0,255,53.04,53.04,53.04,0
OCT,train,DRUSEN,DRUSEN-1016042-2.jpeg,768,496,380928,1.548,43.94,40.68,255,0,255,43.94,43.94,43.94,0
OCT,train,DRUSEN,DRUSEN-1016042-4.jpeg,768,496,380928,1.548,41.07,42.77,255,0,255,41.07,41.07,41.07,0
OCT,train,DRUSEN,DRUSEN-1016042-7.jpeg,768,496,380928,1.548,42.25,43.19,255,0,255,42.25,42.25,42.25,0
OCT,train,DRUSEN,DRUSEN-1020679-1.jpeg,768,496,380928,1.548,37.16,41.69,255,0,255,37.16,37.16,37.16,0
OCT,train,DRUSEN,DRUSEN-1020679-2.jpeg,512,496,253952,1.032,42.72,55.24,255,0,255,42.72,42.72,42.72,0
OCT,train,DRUSEN,DRUSEN-1020679-3.jpeg,512,496,253952,1.032,41.68,53.59,255,0,255,41.68,41.68,41.68,0
OCT,train,DRUSEN,DRUSEN-1021530-1.jpeg,512,496,253952,1.032,77.71,89.08,255,0,255,77.71,77.71,77.71,0
OCT,train,DRUSEN,DRUSEN-103885-1.jpeg,512,496,253952,1.032,87.42,77.86,255,0,255,87.42,87.42,87.42,0
OCT,train,DRUSEN,DRUSEN-1042462-1.jpeg,512,496,253952,1.032,41.2,44.53,255,0,255,41.2,41.2,41.2,0
OCT,train,DRUSEN,DRUSEN-1046294-1.jpeg,768,496,380928,1.548,36.12,37.69,255,0,255,36.12,36.12,36.12,0
OCT,train,DRUSEN,DRUSEN-1046294-4.jpeg,512,496,253952,1.032,118.08,104.11,255,0,255,118.08,118.08,118.08,0
OCT,train,DRUSEN,DRUSEN-1047803-2.jpeg,512,496,253952,1.032,98.84,75.97,255,0,255,98.84,98.84,98.84,0
OCT,train,DRUSEN,DRUSEN-1047803-4.jpeg,512,496,253952,1.032,59.73,52.24,255,0,255,59.73,59.73,59.73,0
OCT,train,DRUSEN,DRUSEN-1047803-5.jpeg,512,496,253952,1.032,50.3,40.23,255,0,255,50.3,50.3,50.3,0
OCT,train,DRUSEN,DRUSEN-1047803-6.jpeg,768,496,380928,1.548,34.39,34.18,255,0,255,34.39,34.39,34.39,0
OCT,train,DRUSEN,DRUSEN-1071961-1.jpeg,768,496,380928,1.548,31.28,35.97,255,0,255,31.28,31.28,31.28,0
OCT,train,DRUSEN,DRUSEN-1071961-2.jpeg,768,496,380928,1.548,32.79,35.39,255,0,255,32.79,32.79,32.79,0
OCT,train,DRUSEN,DRUSEN-1071961-5.jpeg,512,496,253952,1.032,41.96,41.07,255,0,255,41.96,41.96,41.96,0
OCT,train,DRUSEN,DRUSEN-1071961-8.jpeg,512,496,253952,1.032,95.44,86.15,255,0,255,95.44,95.44,95.44,0
OCT,train,DRUSEN,DRUSEN-1071961-9.jpeg,512,496,253952,1.032,94.2,85.69,255,0,255,94.2,94.2,94.2,0
OCT,train,DRUSEN,DRUSEN-1077513-1.jpeg,512,496,253952,1.032,54.37,62.42,255,0,255,54.37,54.37,54.37,0
OCT,train,DRUSEN,DRUSEN-1077513-10.jpeg,1536,496,761856,3.097,35.73,37.01,255,0,255,35.73,35.73,35.73,0
OCT,train,DRUSEN,DRUSEN-1077513-11.jpeg,512,496,253952,1.032,47.13,47.66,255,0,255,47.13,47.13,47.13,0
OCT,train,DRUSEN,DRUSEN-1077513-12.jpeg,512,496,253952,1.032,45.1,46.89,255,0,255,45.1,45.1,45.1,0
OCT,train,DRUSEN,DRUSEN-1077513-13.jpeg,1536,496,761856,3.097,32.66,36.51,255,0,255,32.66,32.66,32.66,0
OCT,train,DRUSEN,DRUSEN-1077513-14.jpeg,512,496,253952,1.032,57.61,60.01,255,0,255,57.61,57.61,57.61,0
OCT,train,DRUSEN,DRUSEN-1077513-15.jpeg,512,496,253952,1.032,54.44,56.37,255,0,255,54.44,54.44,54.44,0
OCT,train,DRUSEN,DRUSEN-1077513-8.jpeg,512,496,253952,1.032,71.9,84.43,255,0,255,71.9,71.9,71.9,0
OCT,train,DRUSEN,DRUSEN-1077513-9.jpeg,512,496,253952,1.032,70.2,79.87,255,0,255,70.2,70.2,70.2,0
OCT,train,DRUSEN,DRUSEN-1081406-2.jpeg,1536,496,761856,3.097,47.33,68.36,255,0,255,47.33,47.33,47.33,0
OCT,train,DRUSEN,DRUSEN-1081406-4.jpeg,1536,496,761856,3.097,42.35,57.98,255,0,255,42.35,42.35,42.35,0
OCT,train,DRUSEN,DRUSEN-1081406-5.jpeg,1536,496,761856,3.097,58.68,70.86,255,0,255,58.68,58.68,58.68,0
OCT,train,DRUSEN,DRUSEN-1081406-7.jpeg,1536,496,761856,3.097,53.85,73.29,255,0,255,53.85,53.85,53.85,0
OCT,train,DRUSEN,DRUSEN-1083159-11.jpeg,512,496,253952,1.032,79.76,76.22,255,0,255,79.76,79.76,79.76,0
OCT,train,DRUSEN,DRUSEN-1083159-12.jpeg,768,496,380928,1.548,32.19,36.29,255,0,255,32.19,32.19,32.19,0
OCT,train,DRUSEN,DRUSEN-1083159-3.jpeg,768,496,380928,1.548,37.04,37.98,255,0,255,37.04,37.04,37.04,0
OCT,train,DRUSEN,DRUSEN-1083159-5.jpeg,512,496,253952,1.032,57.33,48.82,255,0,255,57.33,57.33,57.33,0
OCT,train,DRUSEN,DRUSEN-1083159-8.jpeg,512,496,253952,1.032,53.9,43.11,255,0,255,53.9,53.9,53.9,0
OCT,train,DRUSEN,DRUSEN-1083159-9.jpeg,512,496,253952,1.032,65.94,67.8,255,0,255,65.94,65.94,65.94,0
OCT,train,DRUSEN,DRUSEN-1094282-1.jpeg,768,496,380928,1.548,30.17,37.09,255,0,255,30.17,30.17,30.17,0
OCT,train,DRUSEN,DRUSEN-1094282-11.jpeg,512,496,253952,1.032,36.2,40.77,255,0,255,36.2,36.2,36.2,0
OCT,train,DRUSEN,DRUSEN-1094282-12.jpeg,512,496,253952,1.032,43.1,55.8,255,0,255,43.1,43.1,43.1,0
OCT,train,DRUSEN,DRUSEN-1094282-13.jpeg,512,496,253952,1.032,46.99,58.35,255,0,255,46.99,46.99,46.99,0
OCT,train,DRUSEN,DRUSEN-1094282-2.jpeg,512,496,253952,1.032,40.7,51.84,255,0,255,40.7,40.7,40.7,0
OCT,train,DRUSEN,DRUSEN-1094282-3.jpeg,512,496,253952,1.032,40.43,50.81,255,0,255,40.43,40.43,40.43,0
OCT,train,DRUSEN,DRUSEN-1094282-4.jpeg,512,496,253952,1.032,43.6,55.97,255,0,255,43.6,43.6,43.6,0
OCT,train,DRUSEN,DRUSEN-1094282-5.jpeg,512,496,253952,1.032,25.75,34.2,255,0,255,25.75,25.75,25.75,0
OCT,train,DRUSEN,DRUSEN-1094282-6.jpeg,512,496,253952,1.032,42.12,52.95,255,0,255,42.12,42.12,42.12,0
OCT,train,DRUSEN,DRUSEN-1094282-8.jpeg,768,496,380928,1.548,33.68,39.26,255,0,255,33.68,33.68,33.68,0
OCT,train,DRUSEN,DRUSEN-1094282-9.jpeg,512,496,253952,1.032,38.23,44.12,255,0,255,38.23,38.23,38.23,0
OCT,train,DRUSEN,DRUSEN-1108857-1.jpeg,512,496,253952,1.032,47.63,49.49,255,0,255,47.63,47.63,47.63,0
OCT,train,DRUSEN,DRUSEN-1108857-2.jpeg,512,496,253952,1.032,47.18,51.67,255,0,255,47.18,47.18,47.18,0
OCT,train,DRUSEN,DRUSEN-1108857-3.jpeg,512,496,253952,1.032,45.35,51.96,255,0,255,45.35,45.35,45.35,0
OCT,train,DRUSEN,DRUSEN-1110738-1.jpeg,512,496,253952,1.032,42.08,44.52,255,0,255,42.08,42.08,42.08,0
OCT,train,DRUSEN,DRUSEN-1112835-1.jpeg,1536,496,761856,3.097,30.55,33.24,255,0,255,30.55,30.55,30.55,0
OCT,train,DRUSEN,DRUSEN-1112835-11.jpeg,512,496,253952,1.032,56.75,50.53,255,0,255,56.75,56.75,56.75,0
OCT,train,DRUSEN,DRUSEN-1112835-12.jpeg,512,496,253952,1.032,64.16,64.92,255,0,255,64.16,64.16,64.16,0
OCT,train,DRUSEN,DRUSEN-1112835-14.jpeg,512,496,253952,1.032,52.97,52.07,255,0,255,52.97,52.97,52.97,0
OCT,train,DRUSEN,DRUSEN-1112835-15.jpeg,512,496,253952,1.032,76.75,59.96,255,0,255,76.75,76.75,76.75,0
OCT,train,DRUSEN,DRUSEN-1112835-16.jpeg,512,496,253952,1.032,76.01,63.32,255,0,255,76.01,76.01,76.01,0
OCT,train,DRUSEN,DRUSEN-1112835-19.jpeg,512,496,253952,1.032,45.89,56.14,255,0,255,45.89,45.89,45.89,0
OCT,train,DRUSEN,DRUSEN-1112835-21.jpeg,512,496,253952,1.032,78.09,84.11,255,0,255,78.09,78.09,78.09,0
OCT,train,DRUSEN,DRUSEN-1112835-3.jpeg,512,496,253952,1.032,61.43,66.99,255,0,255,61.43,61.43,61.43,0
OCT,train,DRUSEN,DRUSEN-1112835-4.jpeg,512,496,253952,1.032,61.81,63.48,255,0,255,61.81,61.81,61.81,0
OCT,train,DRUSEN,DRUSEN-1112835-5.jpeg,512,496,253952,1.032,50.59,48.21,255,0,255,50.59,50.59,50.59,0
OCT,train,DRUSEN,DRUSEN-1112835-6.jpeg,512,496,253952,1.032,56.32,63.78,255,0,255,56.32,56.32,56.32,0
OCT,train,DRUSEN,DRUSEN-1112835-7.jpeg,512,496,253952,1.032,48.84,50.34,255,0,255,48.84,48.84,48.84,0
OCT,train,DRUSEN,DRUSEN-1112835-9.jpeg,512,496,253952,1.032,50.28,49.89,255,0,255,50.28,50.28,50.28,0
OCT,train,DRUSEN,DRUSEN-1117376-2.jpeg,512,496,253952,1.032,41.19,38.03,255,0,255,41.19,41.19,41.19,0
OCT,train,DRUSEN,DRUSEN-1130960-1.jpeg,1536,496,761856,3.097,25.47,27.58,255,0,255,25.47,25.47,25.47,0
OCT,train,DRUSEN,DRUSEN-1130960-10.jpeg,512,496,253952,1.032,48.04,55.0,255,0,255,48.04,48.04,48.04,0
OCT,train,DRUSEN,DRUSEN-1130960-11.jpeg,768,496,380928,1.548,29.67,30.68,255,0,255,29.67,29.67,29.67,0
OCT,train,DRUSEN,DRUSEN-1130960-13.jpeg,512,496,253952,1.032,38.93,41.95,255,0,255,38.93,38.93,38.93,0
OCT,train,DRUSEN,DRUSEN-1130960-19.jpeg,768,496,380928,1.548,35.74,35.04,255,0,255,35.74,35.74,35.74,0
OCT,train,DRUSEN,DRUSEN-1130960-20.jpeg,768,496,380928,1.548,36.8,38.42,255,0,255,36.8,36.8,36.8,0
OCT,train,DRUSEN,DRUSEN-1130960-21.jpeg,1536,496,761856,3.097,35.24,35.3,255,0,255,35.24,35.24,35.24,0
OCT,train,DRUSEN,DRUSEN-1130960-22.jpeg,1536,496,761856,3.097,25.32,26.07,255,0,255,25.32,25.32,25.32,0
OCT,train,DRUSEN,DRUSEN-1130960-24.jpeg,512,496,253952,1.032,142.42,103.12,255,0,255,142.42,142.42,142.42,0
OCT,train,DRUSEN,DRUSEN-1130960-25.jpeg,512,496,253952,1.032,140.37,104.98,255,0,255,140.37,140.37,140.37,0
OCT,train,DRUSEN,DRUSEN-1130960-26.jpeg,1536,496,761856,3.097,27.0,28.82,255,0,255,27.0,27.0,27.0,0
OCT,train,DRUSEN,DRUSEN-1130960-3.jpeg,512,496,253952,1.032,43.62,41.61,255,0,255,43.62,43.62,43.62,0
OCT,train,DRUSEN,DRUSEN-1130960-33.jpeg,512,496,253952,1.032,43.39,49.02,255,0,255,43.39,43.39,43.39,0
OCT,train,DRUSEN,DRUSEN-1130960-35.jpeg,1536,496,761856,3.097,33.76,34.68,255,0,255,33.76,33.76,33.76,0
OCT,train,DRUSEN,DRUSEN-1130960-37.jpeg,1536,496,761856,3.097,35.05,35.83,255,0,255,35.05,35.05,35.05,0
OCT,train,DRUSEN,DRUSEN-1130960-39.jpeg,512,496,253952,1.032,48.32,52.49,255,0,255,48.32,48.32,48.32,0
OCT,train,DRUSEN,DRUSEN-1130960-41.jpeg,512,496,253952,1.032,59.67,68.02,255,0,255,59.67,59.67,59.67,0
OCT,train,DRUSEN,DRUSEN-1130960-43.jpeg,1536,496,761856,3.097,30.26,33.31,255,0,255,30.26,30.26,30.26,0
OCT,train,DRUSEN,DRUSEN-1130960-44.jpeg,512,496,253952,1.032,46.9,50.92,255,0,255,46.9,46.9,46.9,0
OCT,train,DRUSEN,DRUSEN-1130960-46.jpeg,512,496,253952,1.032,42.86,49.62,255,0,255,42.86,42.86,42.86,0
OCT,train,DRUSEN,DRUSEN-1130960-50.jpeg,1536,496,761856,3.097,27.86,32.24,255,0,255,27.86,27.86,27.86,0
OCT,train,DRUSEN,DRUSEN-1130960-54.jpeg,512,496,253952,1.032,43.79,53.44,255,0,255,43.79,43.79,43.79,0
OCT,train,DRUSEN,DRUSEN-1130960-56.jpeg,512,496,253952,1.032,39.27,50.18,255,0,255,39.27,39.27,39.27,0
OCT,train,DRUSEN,DRUSEN-1130960-58.jpeg,512,496,253952,1.032,39.85,46.32,255,0,255,39.85,39.85,39.85,0
OCT,train,DRUSEN,DRUSEN-1130960-60.jpeg,512,496,253952,1.032,47.87,53.05,255,0,255,47.87,47.87,47.87,0
OCT,train,DRUSEN,DRUSEN-1130960-62.jpeg,768,496,380928,1.548,37.86,37.66,255,0,255,37.86,37.86,37.86,0
OCT,train,DRUSEN,DRUSEN-1130960-63.jpeg,768,496,380928,1.548,30.79,30.97,255,0,255,30.79,30.79,30.79,0
OCT,train,DRUSEN,DRUSEN-1130960-64.jpeg,768,496,380928,1.548,35.38,38.35,255,0,255,35.38,35.38,35.38,0
OCT,train,DRUSEN,DRUSEN-1130960-65.jpeg,768,496,380928,1.548,36.27,38.83,255,0,255,36.27,36.27,36.27,0
OCT,train,DRUSEN,DRUSEN-1130960-66.jpeg,768,496,380928,1.548,31.57,34.7,255,0,255,31.57,31.57,31.57,0
OCT,train,DRUSEN,DRUSEN-1130960-69.jpeg,512,496,253952,1.032,54.73,61.67,255,0,255,54.73,54.73,54.73,0
OCT,train,DRUSEN,DRUSEN-1130960-71.jpeg,512,496,253952,1.032,48.4,49.15,255,0,255,48.4,48.4,48.4,0
OCT,train,DRUSEN,DRUSEN-1130960-72.jpeg,768,496,380928,1.548,77.98,88.03,255,0,255,77.98,77.98,77.98,0
OCT,train,DRUSEN,DRUSEN-1130960-73.jpeg,768,496,380928,1.548,91.22,88.49,255,0,255,91.22,91.22,91.22,0
OCT,train,DRUSEN,DRUSEN-1130960-74.jpeg,512,496,253952,1.032,46.82,51.04,255,0,255,46.82,46.82,46.82,0
OCT,train,DRUSEN,DRUSEN-1130960-75.jpeg,512,496,253952,1.032,48.89,54.9,255,0,255,48.89,48.89,48.89,0
OCT,train,DRUSEN,DRUSEN-1130960-77.jpeg,512,496,253952,1.032,47.87,56.37,255,0,255,47.87,47.87,47.87,0
